id	father	mother	gv	sex	gen	farm	pheno
2125	1083	1572	-0.313521537604262	M	2	1	3.26447179580648
2126	1649	1736	1.19223951284034	F	2	2	2.77439498109746
2127	1557	1114	-0.121470310496849	M	2	3	3.46181187976371
2128	1407	1516	0.811112241283949	F	2	1	2.22844620708192
2129	1725	1836	0.234797785221028	M	2	2	4.44594077937457
2130	1757	1196	0.642744810468644	F	2	2	1.89090187713852
2131	1957	1670	-0.0164764415622608	M	2	2	1.28515517117228
2132	1173	1248	0.315822095390423	F	2	2	0.896990033589831
2133	1943	1668	0.401291032036204	M	2	2	3.35047862095852
2134	1371	1082	-0.352561874165808	F	2	3	1.7040474479216
2135	1601	1518	-0.127430133916944	M	2	1	0.73867237043738
2136	1563	1780	0.556677211694368	F	2	2	1.71785748228136
2137	1509	1704	-0.00520814268003804	M	2	3	3.37934536835875
2138	1569	1510	-0.191927583264526	F	2	2	1.70179246747727
2139	1919	1286	0.151032618117772	M	2	1	2.64441253316273
2140	1319	1674	0.530118733478614	F	2	2	2.66404774763266
2141	1333	1444	-0.286322969435734	M	2	3	4.22829048841153
2142	1911	1402	0.683315762200273	F	2	2	1.85263476013441
2143	1487	1702	-0.605485017575473	M	2	1	1.63389252650229
2144	1151	1096	-0.481279710495433	F	2	3	1.17395320508538
2145	1351	1102	-0.238639701063108	M	2	2	3.08432393902319
2146	1555	1962	-0.359320562521122	F	2	1	-1.05656583655387
2147	1291	1340	1.22439797442472	M	2	3	6.2897619400687
2148	1041	1176	-0.0236235644609291	F	2	3	1.86136204754334
2149	1995	1346	-0.329984862288651	M	2	2	2.50505746430828
2150	1703	1378	-0.0354862302886154	F	2	1	0.0894452735430255
2151	1353	1850	-0.459010342212239	M	2	2	2.94168642820282
2152	1527	1088	0.307264558043297	F	2	2	0.760977888799613
2153	1869	1916	-0.360799993971935	M	2	2	0.571690962027874
2154	1865	1066	0.286635026917692	F	2	3	2.24292661353411
2155	1925	1238	-0.435337957283248	M	2	2	4.3345744086808
2156	1273	1400	-0.0597629540641339	F	2	3	1.51301444782053
2157	1239	1188	0.286182549030023	M	2	1	1.77679127422039
2158	1543	1524	0.111557581581375	F	2	3	2.04876877386592
2159	1833	1396	-0.948441595043747	M	2	2	1.9981545345979
2160	1219	1970	-0.242991851539147	F	2	1	0.389552087225822
2161	1381	1328	-0.0659255025223449	M	2	2	3.41717540167433
2162	1749	1288	-0.117287902799966	F	2	1	0.448698947115708
2163	1235	1732	-0.0855682177634828	M	2	1	1.74517480893437
2164	1495	1908	-0.387196394949005	F	2	1	0.166201242171518
2165	1169	1716	-0.191960619094024	M	2	3	2.96269115327185
2166	1493	1170	0.256783024303551	F	2	2	2.6312604114129
2167	1733	1646	0.357600147998479	M	2	1	1.12868307125256
2168	1039	1604	-0.296807880919533	F	2	3	1.25789479675556
2169	1019	1250	-0.986774399145616	M	2	2	2.22591035281472
2170	1031	1164	0.0641131924409217	F	2	2	0.133167245412967
2171	1055	1826	1.31162674647257	M	2	2	4.176279262209
2172	1185	1734	0.277091178018203	F	2	1	0.451223162269627
2173	1245	1888	0.140787594868005	M	2	2	2.5946590625677
2174	1083	1106	0.188769682068161	F	2	1	-0.960405989383869
2175	1649	1122	1.26113177611095	M	2	1	2.28476898631256
2176	1557	1798	-0.227924621211799	F	2	1	0.251698743938338
2177	1407	1256	0.694813950256799	M	2	3	4.91659369259182
2178	1725	1132	-0.485977901103593	F	2	1	-0.629522427042675
2179	1757	1866	-0.872708790400526	M	2	3	3.42267289281607
2180	1957	1918	0.537726660091364	F	2	3	2.2786573358648
2181	1173	1240	1.13931463028755	M	2	1	2.67535239761371
2182	1943	1708	-0.0320041974909593	F	2	3	0.0515889309433417
2183	1371	1972	-0.436282820440152	M	2	2	4.50582706909757
2184	1601	1320	0.379055250289233	F	2	3	1.32911844718155
2185	1563	1618	0.0508375331886784	M	2	3	4.20988334762635
2186	1509	1694	-0.513418251636832	F	2	1	-1.72601245168509
2187	1569	1146	-0.120773578515308	M	2	1	1.23364171200155
2188	1919	1162	0.526801026532419	F	2	2	1.5584233452283
2189	1319	1204	0.32968871701821	M	2	3	4.03699346543375
2190	1333	1128	0.585413483143648	F	2	1	2.15050441147891
2191	1911	1634	0.00902835379998775	M	2	3	3.99403925954026
2192	1487	1966	-0.0476995568742972	F	2	3	3.45378170494019
2193	1151	1366	-0.729002368992651	M	2	3	2.95333464365769
2194	1351	1278	-0.46076064416534	F	2	3	1.97724195782708
2195	1555	1678	0.395283366291202	M	2	3	5.03154431948688
2196	1291	1896	0.838895394452164	F	2	2	1.93599484369654
2197	1041	1856	0.0375188582884707	M	2	3	3.48155946123055
2198	1995	1718	-0.360440094112269	F	2	3	0.593974782698723
2199	1703	1868	-0.203114774662159	M	2	1	1.76714529991958
2200	1449	1044	0.860197625697068	F	2	1	0.822779472803932
2201	1527	1440	0.0227067863682042	M	2	1	2.525909432167
2202	1869	1700	0.1605166684911	F	2	3	3.35765260181083
2203	1865	1090	0.447493189796754	M	2	2	3.52657474673814
2204	1925	1810	-0.556302570777877	F	2	1	-1.15673669799848
2205	1273	1792	1.030389337082	M	2	3	4.91550113214277
2206	1239	1588	0.00877754978026311	F	2	1	-0.891467946387214
2207	1543	1532	-0.563152839661713	M	2	1	1.68192730175418
2208	1833	1476	-0.277463695219227	F	2	2	-0.0565312664569273
2209	1219	1138	-0.1149550764671	M	2	1	2.458055605438
2210	1381	1592	0.0237691685356545	F	2	1	-1.71302633007871
2211	1749	1072	0.207553039035999	M	2	3	4.09831778631446
2212	1235	1978	-0.263144540483573	F	2	1	-2.89308660196402
2213	1495	1570	-0.0607347476825555	M	2	3	3.70454682939235
2214	1169	1008	0.779902826842869	F	2	1	0.579115957751624
2215	1493	1506	0.263162125502462	M	2	1	1.96330691438842
2216	1733	1430	0.425426856723274	F	2	3	2.79605221829754
2217	1039	1946	-0.248303932946731	M	2	2	2.65488016004055
2218	1019	1910	-0.746220306000544	F	2	1	-0.47165140843767
2219	1031	1754	-0.165416494428534	M	2	3	3.83436282468428
2220	1055	1262	0.809765359657405	F	2	2	0.593702953858808
2221	1185	1424	0.121133508094984	M	2	1	2.05173293471101
2222	1245	1894	-0.802053397540417	F	2	3	0.827392572324881
2223	1083	1492	-0.410222824360397	M	2	1	0.807198038326894
2224	1649	1276	0.295668618558357	F	2	1	-0.034439546358114
2225	1557	1050	0.660973062291295	M	2	1	3.9319326666413
2226	1407	1350	0.300074199046557	F	2	2	-0.377993040179457
2227	1725	1936	0.96111438271321	M	2	2	4.7197006520057
2228	1757	1772	-0.281912206356642	F	2	2	1.60606562872894
2229	1957	1650	0.896236390242648	M	2	3	4.63939414849913
2230	1173	1586	0.687197225319939	F	2	2	0.904625205936499
2231	1943	1654	0.910751190433526	M	2	3	5.1910376750322
2232	1371	1554	0.150649605622215	F	2	1	0.10727048913866
2233	1601	1330	0.447333104389948	M	2	1	2.63271781837488
2234	1563	1656	-0.0033908814330519	F	2	2	0.762094742178663
2235	1509	1544	-0.774655088695581	M	2	1	1.30445361378132
2236	1569	1880	-0.0114781001152041	F	2	3	2.89601205933968
2237	1919	1848	-0.229444259409864	M	2	2	2.60183785176038
2238	1319	1594	0.0476128023221451	F	2	1	0.671824819361403
2239	1333	1626	-0.569568601529707	M	2	1	1.1804971667612
2240	1911	1738	0.68490876865461	F	2	3	2.4210988887718
2241	1487	1528	-0.502085175497666	M	2	3	3.52847116660431
2242	1151	1140	-0.589728475855074	F	2	3	0.816170969069819
2243	1351	1410	0.0571403747297858	M	2	3	4.3563786049264
2244	1555	1282	-0.00472269809686519	F	2	2	0.44965508123872
2245	1291	1552	1.16616851937972	M	2	3	5.3843012374875
2246	1041	1900	-0.416757376519265	F	2	3	3.21550854108076
2247	1995	1058	1.10222429214593	M	2	3	6.07234406441596
2248	1703	1876	0.843921464824223	F	2	3	1.17490644736778
2249	1449	1512	-0.476502942876787	M	2	1	2.29894717434586
2250	1353	1246	0.632002295773039	F	2	2	2.54335176892248
2251	1869	1546	-0.133156783962987	M	2	3	4.0727606015606
2252	1865	1026	0.965744111273559	F	2	1	-0.148458425829925
2253	1925	1722	-0.32218475584287	M	2	3	3.76146353940882
2254	1273	1156	-0.647910764593655	F	2	2	-0.0740803412932085
2255	1239	1182	-0.734840264916971	M	2	2	1.39586601931474
2256	1543	1466	-0.404795841029348	F	2	2	1.3545526435136
2257	1833	1564	-1.25056343157784	M	2	1	-0.0722437128609483
2258	1219	1178	-0.482147148444398	F	2	1	-0.41300718839773
2259	1381	1130	-0.219834572604085	M	2	1	1.81092937913344
2260	1749	1614	0.555572057253933	F	2	3	1.74777465859865
2261	1235	1194	0.495222592888705	M	2	1	1.58587225304154
2262	1495	1338	-0.550631026100698	F	2	2	-0.148435017357681
2263	1169	1984	-0.707271777961397	M	2	1	0.523348954015709
2264	1493	1364	-0.5095301762385	F	2	1	0.580193265108463
2265	1733	1244	-0.80049877192344	M	2	2	0.454063453241865
2266	1039	1726	0.879597015521049	F	2	1	1.09648151149666
2267	1019	1150	0.0444427066673134	M	2	1	1.26505391770239
2268	1031	1782	0.253422781029373	F	2	1	0.333350069078096
2269	1055	1906	0.849547764404043	M	2	1	2.66969266504364
2270	1185	1094	-1.01801960132561	F	2	3	0.877784973849059
2271	1245	1480	-0.00852834412295669	M	2	2	4.45180209488568
2272	1083	1760	-0.266548851719253	F	2	1	-1.28502268094753
2273	1649	1474	0.328720178938448	M	2	3	4.163055969367
2274	1557	1960	0.906699220142465	F	2	1	1.37021806440861
2275	1407	1300	0.309433803530906	M	2	2	4.80710651212097
2276	1725	1074	0.354419542519073	F	2	3	1.83715933247003
2277	1757	1724	-0.403743946702936	M	2	3	2.85133420323483
2278	1957	1076	-0.413672390966858	F	2	1	0.236067525310807
2279	1173	1606	0.16513244503502	M	2	2	3.91012303587761
2280	1943	1134	0.217409727037417	F	2	2	1.1673074849847
2281	1371	1886	-0.84759900059471	M	2	1	-0.606656883831113
2282	1601	1956	0.387596320573655	F	2	3	2.26604044755162
2283	1563	1018	-0.316082000320371	M	2	1	1.07496491463487
2284	1509	1252	-0.237882864363455	F	2	3	1.91387139487015
2285	1569	1010	0.23974847152719	M	2	1	0.894954340310083
2286	1919	1612	-0.616495808027721	F	2	3	1.58991136845011
2287	1319	1452	0.96091713817363	M	2	2	3.33484195120463
2288	1333	1852	-0.135826955241471	F	2	1	1.77379635390395
2289	1911	1024	0.401257452826313	M	2	1	2.82659719242519
2290	1487	1298	-0.633957824516996	F	2	2	-0.52229808308517
2291	1151	1360	-0.377785250981493	M	2	1	3.15445346036523
2292	1351	1954	0.129143298052432	F	2	1	0.630396555691344
2293	1555	1438	-0.114171973692688	M	2	3	3.78515831130647
2294	1291	1882	0.34972375703698	F	2	3	3.09186912739269
2295	1041	1212	0.0932072766956984	M	2	3	6.52565323234126
2296	1995	1390	0.0139170184590176	F	2	1	-0.203521854156163
2297	1703	1584	0.448742707337625	M	2	2	4.17449420740504
2298	1449	1264	-0.26517009639969	F	2	1	-0.48702548853091
2299	1353	1542	0.0973587916161993	M	2	1	2.97778159088648
2300	1527	1124	0.0897096772550742	F	2	3	2.74339266136249
2301	1865	1526	0.220646706350926	M	2	1	1.89038434232444
2302	1925	2000	0.764339473533995	F	2	3	1.71414791532631
2303	1273	1116	-0.236109868865495	M	2	3	3.35530067579736
2304	1239	1608	0.413900528264805	F	2	1	0.471442039933467
2305	1543	1342	0.564727624120745	M	2	3	4.98358985704885
2306	1833	1040	-0.531774145913734	F	2	2	0.797784969409745
2307	1219	1056	-0.127567114192154	M	2	3	3.05085303190549
2308	1381	1200	0.254383300720259	F	2	3	2.58563528853128
2309	1749	1418	0.827977658692036	M	2	3	3.77153312168469
2310	1235	1060	0.538439632654127	F	2	1	0.985684020689046
2311	1495	1404	-1.11261610821945	M	2	1	1.72980572772553
2312	1169	1602	0.429283678953778	F	2	2	2.33839081886676
2313	1493	1490	-0.522642796307821	M	2	2	2.29063943514103
2314	1733	1032	0.86179886857059	F	2	2	2.84348661384887
2315	1039	1816	-0.846276953657295	M	2	2	2.10106903396981
2316	1019	1832	-1.07259962679549	F	2	1	0.535967045543451
2317	1031	1398	-0.143290616402288	M	2	2	3.14551081063606
2318	1055	1728	0.24910419774132	F	2	2	0.106838359509438
2319	1185	1912	0.380106652891047	M	2	1	1.78930820192549
2320	1245	1002	-0.713676598802426	F	2	1	-0.608488409557472
2321	1083	1304	0.531218478452487	M	2	1	2.12814099659271
2322	1649	1928	0.603406034260093	F	2	3	2.86509232935551
2323	1557	1536	-0.323540506433314	M	2	1	2.03200479098676
2324	1407	1688	1.42993503063767	F	2	1	1.13879989088786
2325	1725	1508	0.201443270506389	M	2	1	1.6969672106673
2326	1757	1988	-0.0862606314018056	F	2	3	2.84968554316977
2327	1957	1922	0.031429730011622	M	2	1	1.78783782016652
2328	1173	1152	0.0827709555686105	F	2	1	-0.287336375759532
2329	1943	1302	-0.191424754232445	M	2	2	2.03531404146381
2330	1371	1712	-0.412108410085462	F	2	2	1.08301935825801
2331	1601	1648	0.295165584798813	M	2	2	1.88307442452636
2332	1563	1686	0.361570980290375	F	2	3	1.65425099709712
2333	1509	1472	-1.02876459051406	M	2	3	1.86563664280377
2334	1569	1756	0.507555175085318	F	2	1	1.48897259094411
2335	1919	1242	-0.0376678844163436	M	2	1	0.841304819231281
2336	1319	1652	0.688929488729247	F	2	3	0.380120306828975
2337	1333	1126	-0.267181061692869	M	2	2	2.40853922170479
2338	1911	1874	-0.00116778003716032	F	2	2	0.182429762706748
2339	1487	1266	-0.774788315121801	M	2	2	1.84676452774012
2340	1151	1748	-0.253760288294189	F	2	2	-0.249945075393762
2341	1351	1332	0.202668551778494	M	2	1	2.20028431963882
2342	1555	1136	-0.142165447450237	F	2	2	2.09121382899596
2343	1291	1714	0.0854559207463465	M	2	1	2.25513781936812
2344	1041	1698	0.674040160927877	F	2	2	1.29663118236773
2345	1995	1168	0.0388472444693395	M	2	1	4.11075278756627
2346	1703	1014	0.991113775381636	F	2	1	1.84328756077713
2347	1449	1558	-0.381378844523582	M	2	2	2.78837066911175
2348	1353	1854	-1.2345610068782	F	2	1	-0.239564255661626
2349	1527	1370	0.427026927518701	M	2	3	4.45993466949304
2350	1869	1744	0.279054015675266	F	2	3	1.37373387621294
2351	1925	1998	-0.0914095782241266	M	2	1	2.4950458538422
2352	1273	1690	0.331393613972401	F	2	1	-1.57251264957094
2353	1239	1434	0.248997686746671	M	2	2	4.14976999847572
2354	1543	1154	1.18505313538878	F	2	3	4.48537926267575
2355	1833	1062	-0.322835702422824	M	2	3	3.5191608114844
2356	1219	1774	0.470778858213458	F	2	1	1.4248719756688
2357	1381	1272	0.0722537104467668	M	2	2	2.47243302996439
2358	1749	1148	0.928980638072057	F	2	3	2.01883624615414
2359	1235	1486	0.380370622442083	M	2	3	4.50471435330901
2360	1495	1098	-0.79945020432755	F	2	2	-0.0399910550493066
2361	1169	1316	0.152842099185688	M	2	3	3.94011658636469
2362	1493	1416	0.0451114726433853	F	2	1	-0.494260503575319
2363	1733	1904	0.974207907954416	M	2	2	3.91252133064837
2364	1039	1630	-0.121583947905776	F	2	2	1.14126359371786
2365	1019	1274	-0.256168634977791	M	2	3	4.34539631057743
2366	1031	1036	-0.710466080797136	F	2	2	0.965961725106541
2367	1055	1294	0.360370853957364	M	2	3	3.07187079436976
2368	1185	1254	0.369498925583541	F	2	1	1.75930494405296
2369	1245	1840	0.511512034913816	M	2	3	4.61399959164894
2370	1083	1944	-0.714461157147338	F	2	1	-0.931531612576044
2371	1649	1662	0.556408720423706	M	2	3	4.87066810775872
2372	1557	1322	-0.000608297586154452	F	2	2	-0.298957007016216
2373	1407	1290	0.500532226981069	M	2	1	1.72234586509117
2374	1725	1986	0.561564302528459	F	2	2	0.842263675805149
2375	1757	1664	-0.0977190323859391	M	2	1	0.95606540372993
2376	1957	1574	0.0383707328064033	F	2	3	1.27568933154317
2377	1173	1198	0.658784817937645	M	2	3	4.99808195072991
2378	1943	1022	0.0901060205203687	F	2	2	0.0822175042007067
2379	1371	1968	-0.753226506606023	M	2	3	2.58566728796976
2380	1601	1982	-0.186981098977781	F	2	2	0.754220221770422
2381	1563	1382	1.28822421493189	M	2	3	4.69427351833129
2382	1509	1482	-0.281774491984077	F	2	2	1.38451242150284
2383	1569	1488	0.832321180681599	M	2	3	3.57441000967113
2384	1919	1940	-0.320092271950508	F	2	1	-0.634234873681845
2385	1319	1742	1.58452362903292	M	2	3	6.82617607569604
2386	1333	1934	-0.957312469552234	F	2	1	0.301643726055152
2387	1911	1890	0.0837782851274095	M	2	1	3.68998840251354
2388	1487	1426	-0.141007694794842	F	2	3	2.31708709096309
2389	1151	1762	-0.854940748437494	M	2	2	4.11337391074696
2390	1351	1184	0.658151324808413	F	2	1	1.08171290511267
2391	1555	1028	0.996924274186978	M	2	3	4.4523741285942
2392	1291	1804	0.723317422332157	F	2	1	2.74896490214545
2393	1041	1372	0.786131768361217	M	2	3	6.82945013945622
2394	1995	1108	0.743749526082251	F	2	3	2.55637275826554
2395	1703	1324	-0.0174542000279126	M	2	3	4.3190499629525
2396	1449	1500	-0.561861597702444	F	2	2	0.280933420280158
2397	1353	1534	0.551541609152009	M	2	1	4.66800113997713
2398	1527	1666	0.619468178920014	F	2	3	4.06528394052194
2399	1869	1930	-1.4854249208855	M	2	2	1.40875634411157
2400	1865	1462	0.374597746233469	F	2	3	2.74283379213222
2401	1273	1432	0.0445900914943891	M	2	3	3.2642074206686
2402	1239	1380	0.0952226580543529	F	2	2	1.46918387325661
2403	1543	1086	-0.0375549882752481	M	2	1	1.85699963004581
2404	1833	1368	-0.743122084658988	F	2	2	0.717237795835676
2405	1219	1680	-0.712831626607499	M	2	1	3.48323982156108
2406	1381	1632	-0.0477173761203009	F	2	1	-0.932537130446022
2407	1749	1484	0.60516460316735	M	2	1	2.60196184626656
2408	1235	1958	0.356593350948165	F	2	1	1.06298938773814
2409	1495	1636	0.0679264253631067	M	2	1	3.25893564196213
2410	1169	1522	0.71998366776434	F	2	1	1.28037888053569
2411	1493	1046	-0.29574857768497	M	2	3	4.80246000461276
2412	1733	1818	-0.0804491350947263	F	2	2	1.16259862922027
2413	1039	1260	-0.33209713496041	M	2	3	3.03647480600217
2414	1019	1268	-0.29286623586626	F	2	3	1.60303851031345
2415	1031	1172	0.347873300278977	M	2	3	4.62343834903256
2416	1055	1442	0.362627402759084	F	2	2	0.445491664066965
2417	1185	1800	0.131197087243629	M	2	1	-0.0352691788202386
2418	1245	1224	0.109021591652471	F	2	1	0.212958537655504
2419	1083	1222	0.585008478239992	M	2	2	3.58687841434065
2420	1649	1112	-0.942798315808046	F	2	2	-0.852903035469903
2421	1557	1064	-0.495366462125776	M	2	1	2.43517226038026
2422	1407	1446	0.158955549403586	F	2	2	1.60030895678365
2423	1725	1450	0.841176540106612	M	2	1	3.9639863246128
2424	1757	1682	-0.444243578901489	F	2	2	0.506439007045777
2425	1957	1640	0.516824539073148	M	2	1	3.55935378499521
2426	1173	1208	0.481988134622916	F	2	1	1.88897320621966
2427	1943	1620	0.358689246093749	M	2	2	4.77639960929835
2428	1371	1566	-0.206750333935713	F	2	2	1.17711136315725
2429	1601	1802	-0.462796683742458	M	2	1	1.60623983251755
2430	1563	1230	0.83227338716661	F	2	3	1.80822645148669
2431	1509	1658	-0.983895593987533	M	2	3	4.40738252768231
2432	1569	1720	-0.52459105201739	F	2	2	-0.35984175005721
2433	1919	1180	-0.785737248711307	M	2	1	0.701903788719522
2434	1319	1598	0.214942145135063	F	2	3	0.771456092362695
2435	1333	1858	0.758206534503973	M	2	2	2.45096989462097
2436	1911	1902	0.579067906494645	F	2	1	1.06932645865805
2437	1487	1556	0.0330416341887338	M	2	2	1.96054602232581
2438	1151	1948	-0.918707395710275	F	2	1	-0.939538473652221
2439	1351	1092	-0.428752737662025	M	2	2	3.46774154656465
2440	1555	1830	-0.329174968210919	F	2	3	1.44500109147518
2441	1291	1750	0.911630959440261	M	2	3	4.95846268238357
2442	1041	1540	0.33546763553979	F	2	2	1.87324063673807
2443	1995	1814	-0.16965922013967	M	2	2	1.95156924760746
2444	1703	1362	-0.521639113138337	F	2	1	0.71855726819735
2445	1449	1120	-0.197833445132518	M	2	2	3.04690697382143
2446	1353	1280	-0.303918186323971	F	2	2	1.19234351042728
2447	1527	1354	0.978289463842492	M	2	2	4.595947494075
2448	1869	1582	-0.305086697162042	F	2	1	-0.759047176148118
2449	1865	1562	0.575870666464642	M	2	1	2.3714806527027
2450	1925	1806	0.0196375720441903	F	2	1	1.10249077591835
2451	1239	1568	0.49691996216	M	2	1	2.41217464295577
2452	1543	1160	-0.41636743935069	F	2	3	2.0795877718161
2453	1833	1038	-0.0232045963941231	M	2	1	2.42940381253842
2454	1219	1942	-0.275810531666033	F	2	3	0.120330045779387
2455	1381	1292	-0.504783772344564	M	2	3	3.55475161033976
2456	1749	1828	-0.143237978297791	F	2	3	3.51290021557703
2457	1235	1644	0.272138238647737	M	2	2	2.75475996168551
2458	1495	1844	-0.124482914904817	F	2	1	-1.78912053636517
2459	1169	1938	-0.471458792088077	M	2	1	2.73459589955193
2460	1493	1220	-0.0236546929777555	F	2	3	2.70411784650867
2461	1733	1412	-0.166309137422201	M	2	1	1.85683855311584
2462	1039	1764	0.0559602740638538	F	2	3	1.77523389392758
2463	1019	1560	-0.482929864380519	M	2	3	3.26882398975482
2464	1031	1520	-0.441557115708981	F	2	1	-0.705034804916262
2465	1055	1548	1.26076131856676	M	2	3	5.30343164105624
2466	1185	1054	-0.240660984932417	F	2	2	1.11085772845022
2467	1245	1622	-0.35098049018087	M	2	1	0.62416911324257
2468	1083	1068	0.251156197948653	F	2	1	0.385723758005746
2469	1649	1352	-0.411746058429268	M	2	2	2.25263216203142
2470	1557	1228	0.00441980552210569	F	2	2	1.61778392790232
2471	1407	1408	0.753161760564642	M	2	2	3.98317180081789
2472	1725	1914	0.543965317372863	F	2	1	-0.0139357215349026
2473	1757	1020	-0.3808603647042	M	2	3	3.77453887528301
2474	1957	1530	0.95434809160312	F	2	1	0.669880829924557
2475	1173	1166	0.00871813515859901	M	2	3	3.51588333054002
2476	1943	1920	0.674766925790937	F	2	1	0.628371483316009
2477	1371	1216	-1.03613384417392	M	2	2	2.33676412179453
2478	1601	1784	0.619412991060818	F	2	3	3.33910802281314
2479	1563	1788	-0.014458788878861	M	2	2	2.70322611307702
2480	1509	1236	-0.279849146411596	F	2	1	0.862768338442039
2481	1569	1778	-0.496608144684048	M	2	2	1.79424010200924
2482	1919	1870	0.0119593016274604	F	2	2	0.594387620366823
2483	1319	1924	0.112533193609328	M	2	1	3.28737394583017
2484	1333	1336	-0.426848654917165	F	2	3	2.65237517311015
2485	1911	1470	0.575585402670744	M	2	3	5.17063992290493
2486	1487	1898	-0.158756881506249	F	2	2	0.86203227860809
2487	1151	1730	-0.31209970693168	M	2	2	2.03127394117057
2488	1351	1190	0.487004349288037	F	2	1	1.31140183813247
2489	1555	1884	-0.274609248201291	M	2	1	0.642444354807767
2490	1291	1118	0.599539345223924	F	2	2	4.35495004771084
2491	1041	1464	-1.02259019605028	M	2	3	3.006694228577
2492	1995	1642	0.258650697247133	F	2	1	0.161650711846293
2493	1703	1494	0.0030732001325812	M	2	1	0.102136404237277
2494	1449	1388	-0.171325651397607	F	2	2	-0.430322431516928
2495	1353	1846	-0.0801800358400436	M	2	1	2.91958095876934
2496	1527	1796	0.670663631858215	F	2	1	1.73709590495702
2497	1869	1892	-0.489511146741418	M	2	3	4.00157700368039
2498	1865	1080	1.20777434057484	F	2	1	0.83829063724481
2499	1925	1676	-0.355366659831461	M	2	2	4.08746348986364
2500	1273	1084	-0.463403811606372	F	2	2	1.12725268341707
2501	1543	1504	0.830021655531028	M	2	2	3.77675492495903
2502	1833	1496	0.110783584880802	F	2	1	-0.108254026410585
2503	1219	1834	0.7006838974656	M	2	1	3.34274533849078
2504	1381	1144	-0.720285809970162	F	2	3	2.01386266654775
2505	1749	1006	0.225564449680973	M	2	1	2.18827283487764
2506	1235	1976	-0.0830169372298582	F	2	1	-1.50144056269751
2507	1495	1684	-0.876125466241105	M	2	1	0.305497413960928
2508	1169	1478	1.17418841591585	F	2	3	3.28815292597384
2509	1493	1078	-0.461504677436923	M	2	2	1.69500452887889
2510	1733	1992	-0.0195998072519443	F	2	2	2.38856370427154
2511	1039	1206	0.190812384002063	M	2	1	2.14740715258343
2512	1019	1386	-0.331294603860342	F	2	3	0.437867054492216
2513	1031	1456	-0.445649128258954	M	2	2	3.72127445985228
2514	1055	1232	-0.00140247303175128	F	2	1	-0.0247685166671528
2515	1185	1414	0.119840580130984	M	2	3	3.52329321540166
2516	1245	1576	-1.33589631551902	F	2	1	-1.43837672795661
2517	1083	1932	0.147263311291973	M	2	1	4.18651861823377
2518	1649	1590	-0.0499566419727147	F	2	1	1.38143189505377
2519	1557	1878	-0.164999528565959	M	2	2	2.32568101934252
2520	1407	1950	-0.225680004898476	F	2	1	-0.33499455372247
2521	1725	1616	0.538715246030216	M	2	2	4.1164329613976
2522	1757	1142	0.492127545886972	F	2	1	0.143156246772995
2523	1957	1284	0.4043405945604	M	2	2	3.5582858734619
2524	1173	1672	0.245727806830246	F	2	1	-0.920116372420844
2525	1943	1384	-0.143556134171059	M	2	2	3.97311666834893
2526	1371	1376	-0.85202077232897	F	2	2	0.877992722094725
2527	1601	1596	0.146722855050934	M	2	2	3.74494285954498
2528	1563	1348	-0.285200034863899	F	2	2	0.804753267422153
2529	1509	1448	0.409910293455106	M	2	3	5.21009798418543
2530	1569	1974	0.193513334006848	F	2	3	1.87303318114845
2531	1919	1996	1.04375519465669	M	2	3	6.50923120675171
2532	1319	1776	-0.635477855144032	F	2	1	-0.25432992398568
2533	1333	1820	-0.121362442073127	M	2	2	3.67031359286318
2534	1911	1786	0.700824979860779	F	2	1	1.12343676870687
2535	1487	1638	0.169425168017808	M	2	1	2.17553686885961
2536	1151	1318	-0.816838080534505	F	2	3	0.833898020684612
2537	1351	1048	-0.222171195750588	M	2	3	3.65184166916013
2538	1555	1258	-0.171675812234103	F	2	2	0.755895530055997
2539	1291	1624	0.356875210420336	M	2	2	2.09364811291585
2540	1041	1990	0.269480548541013	F	2	1	-0.347669696903076
2541	1995	1660	-0.51575298235201	M	2	2	1.33328393579
2542	1703	1994	0.668078493661765	F	2	1	0.247251078695501
2543	1449	1070	-0.118474402606935	M	2	1	2.40015858731604
2544	1353	1016	-0.855461242621297	F	2	3	0.582659857994197
2545	1527	1628	-0.00621473401889617	M	2	3	4.61179219823983
2546	1869	1100	0.358010139999892	F	2	2	0.556341954133494
2547	1865	1766	-0.220463221733369	M	2	3	4.16677801626425
2548	1925	1174	0.165233754440024	F	2	1	-0.393821714648884
2549	1273	1392	0.605536652510582	M	2	2	2.29382679722844
2550	1239	1926	0.790997050769142	F	2	2	2.60288801857747
2551	1833	1872	-0.381163896117797	M	2	3	3.69389361472642
2552	1219	1964	-0.0948821584213005	F	2	2	1.02387496589086
2553	1381	1192	0.408314992863141	M	2	3	4.15648327126308
2554	1749	1706	0.343133371251893	F	2	2	1.55000202582559
2555	1235	1514	0.0315319073592381	M	2	1	1.59208247940114
2556	1495	1770	-0.998768972814455	F	2	3	0.774338010395082
2557	1169	1052	-0.274257345069326	M	2	1	0.940189271098272
2558	1493	1460	-0.523102115858432	F	2	3	1.30270507157868
2559	1733	1394	0.0110493799220927	M	2	3	3.2310977666953
2560	1039	1550	-0.436069090540206	F	2	1	0.903423952005952
2561	1019	1420	-0.473607114924251	M	2	1	1.49143278883185
2562	1031	1218	-0.858456329748861	F	2	2	0.923417623670858
2563	1055	1344	0.709837640928358	M	2	1	3.21244621836581
2564	1185	1326	0.238327119758354	F	2	2	1.98506009228484
